animal_id,outcome_time,date_of_birth,outcome_gender,outcome_age,animal_stay,intake_time,found_location,intake_type,intake_condition,animal_type,intake_gender,intake_age,breed,color,stay_duration,spay_neuter,repeat
A738395,2018-02-01,2015-11-14,Neutered Male,24.0,A738395-2,2018-01-25,1910 Hearthside in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Chihuahua Shorthair Mix,Black/Tan,7,1,1
A738412,2016-11-18,2016-08-21,Spayed Female,2.0,A738412-1,2016-11-14,627 Mesa Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Border Collie Mix,Black/White,4,1,1
A738412,2021-10-22,2016-08-21,Spayed Female,60.0,A738412-2,2021-09-01,6801 Thatch Ln And Onion Creek in Austin (TX),Stray,Sick,Dog,Spayed Female,60.0,Border Collie Mix,Black/White,51,0,1
A738415,2023-12-06,2015-11-17,Neutered Male,96.0,A738415-1,2023-11-08,Farm To Market Road 973 And Tesla Road in Austin (TX),Public Assist,Normal,Dog,Neutered Male,84.0,Labrador Retriever/Australian Cattle Dog,Black,28,0,1
A738415,2024-03-21,2015-11-17,Neutered Male,96.0,A738415-2,2024-03-16,2601 Cardinal Lp in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Labrador Retriever/Australian Cattle Dog,Black,5,0,1
A738415,2024-06-22,2015-11-17,Neutered Male,96.0,A738415-3,2024-04-16,705 Ramos St in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Labrador Retriever/Australian Cattle Dog,Black,67,0,1
A738430,2016-11-20,2016-05-15,Spayed Female,6.0,A738430-1,2016-11-15,403 Vargas Rd in Austin (TX),Stray,Normal,Dog,Intact Female,6.0,Pit Bull Mix,Brown Brindle/White,5,1,1
A738430,2017-02-08,2016-05-15,Spayed Female,8.0,A738430-2,2017-02-03,15050 Swiss Dr in Travis (TX),Stray,Normal,Dog,Spayed Female,8.0,Pit Bull Mix,Brown Brindle/White,5,0,1
A738430,2017-02-11,2016-05-15,Spayed Female,8.0,A738430-3,2017-02-11,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8.0,Pit Bull Mix,Brown Brindle/White,0,0,1
A738441,2017-02-04,2016-09-22,Spayed Female,4.0,A738441-1,2016-11-15,6600 Elm Creeck Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Medium Hair,Blue/White,81,1,1
A738451,2016-11-26,2015-11-15,Spayed Female,12.0,A738451-1,2016-11-15,9420 N I-H-35    #156 in Austin (TX),Stray,Normal,Dog,Spayed Female,12.0,Pit Bull/Chinese Sharpei,Blue/White,11,0,1
A738451,2017-07-26,2015-11-15,Spayed Female,12.0,A738451-2,2017-07-17,10701 N Ih 35 in Austin (TX),Public Assist,Normal,Dog,Spayed Female,12.0,Pit Bull/Chinese Sharpei,Blue/White,9,0,1
A738451,2017-10-10,2015-11-15,Spayed Female,12.0,A738451-3,2017-09-02,10100 South Ih 35 in Austin (TX),Public Assist,Normal,Dog,Spayed Female,12.0,Pit Bull/Chinese Sharpei,Blue/White,38,0,1
A738451,2019-05-25,2015-11-15,Spayed Female,36.0,A738451-4,2018-07-29,Austin (TX),Public Assist,Normal,Dog,Spayed Female,24.0,Pit Bull/Chinese Sharpei,Blue/White,300,0,1
A738451,2019-05-28,2015-11-15,Spayed Female,36.0,A738451-5,2019-05-25,Austin (TX),Stray,Normal,Dog,Spayed Female,36.0,Pit Bull/Chinese Sharpei,Blue/White,3,0,1
A738487,2016-11-17,2016-02-16,Intact Male,9.0,A738487-1,2016-11-16,6806 Cruz in Austin (TX),Stray,Sick,Dog,Intact Male,9.0,Labrador Retriever Mix,Chocolate,1,0,1
A738487,2016-12-12,2016-02-16,Neutered Male,9.0,A738487-2,2016-11-30,1705 Frontier Valley Dr in Austin (TX),Stray,Normal,Dog,Intact Male,9.0,Labrador Retriever Mix,Chocolate,12,1,1
A738501,2016-11-17,2016-08-18,Spayed Female,2.0,A738501-1,2016-11-16,5600 Roosevelt Ave in Austin (TX),Stray,Normal,Cat,Spayed Female,2.0,Domestic Shorthair Mix,White,1,0,1
A738501,2017-01-20,2016-08-18,Spayed Female,5.0,A738501-2,2016-12-01,5600 Roosevelt Ave in Austin (TX),Stray,Normal,Cat,Spayed Female,3.0,Domestic Shorthair Mix,White,50,0,1
A738504,2016-11-26,2016-07-16,Spayed Female,4.0,A738504-1,2016-11-16,10301 Fm 2222 in Austin (TX),Stray,Normal,Cat,Intact Female,4.0,Domestic Shorthair Mix,Orange Tabby,10,1,1
A738509,2016-11-26,2015-11-16,Neutered Male,12.0,A738509-1,2016-11-16,13624 Theodore Roosevel Dr in Manor (TX),Stray,Normal,Dog,Intact Male,12.0,Labrador Retriever Mix,Yellow,10,1,1
A738509,2017-01-28,2015-11-16,Neutered Male,12.0,A738509-2,2017-01-25,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12.0,Labrador Retriever Mix,Yellow,3,0,1
A738524,2016-12-31,2006-11-17,Neutered Male,120.0,A738524-1,2016-11-17,Burnet Rd And W Anderson Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,120.0,Pit Bull Mix,Tan/White,44,0,1
A738524,2017-02-05,2006-11-17,Neutered Male,120.0,A738524-2,2017-02-02,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,120.0,Pit Bull Mix,Tan/White,3,0,1
A738553,2016-12-06,2016-10-10,Spayed Female,1.0,A738553-1,2016-11-17,1309 Deloney in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Brown Tabby/White,19,1,1
A738553,2016-12-16,2016-10-10,Spayed Female,2.0,A738553-2,2016-12-12,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2.0,Domestic Shorthair Mix,Brown Tabby/White,4,0,1
A738561,2019-02-15,2013-11-18,Neutered Male,60.0,A738561-2,2018-04-27,6402 Woodhue Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,48.0,Pit Bull Mix,Blue/White,294,0,1
A738561,2019-08-27,2013-11-18,Neutered Male,60.0,A738561-3,2019-02-12,Capriola Drive And Chppeway Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,60.0,Pit Bull Mix,Blue/White,196,0,1
A738605,2017-10-03,2010-08-19,Neutered Male,84.0,A738605-1,2017-10-03,Hogan And Grove in Austin (TX),Stray,Normal,Dog,Neutered Male,84.0,Rat Terrier/Labrador Retriever,Tan/White,0,0,1
A738605,2017-10-05,2010-08-19,Neutered Male,84.0,A738605-2,2017-10-04,Hogan Avenue And Felix Avenue in Austin (TX),Stray,Normal,Dog,Neutered Male,84.0,Rat Terrier/Labrador Retriever,Tan/White,1,0,1
A738605,2017-10-31,2010-08-19,Neutered Male,84.0,A738605-3,2017-10-29,1600 Grove Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,84.0,Rat Terrier/Labrador Retriever,Tan/White,2,0,1
A738619,2016-12-03,2013-11-18,Neutered Male,36.0,A738619-1,2016-11-18,14605 Old San Antonio Rd in Travis (TX),Stray,Normal,Dog,Neutered Male,36.0,Lowchen/Yorkshire Terrier,Tricolor,15,0,1
A738657,2016-12-10,2014-11-19,Spayed Female,24.0,A738657-1,2016-11-19,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,24.0,Pit Bull Mix,Black/White,21,1,1
A738657,2019-08-23,2014-11-19,Spayed Female,48.0,A738657-2,2019-08-22,Windmill Ranch in Travis (TX),Stray,Normal,Dog,Spayed Female,48.0,Pit Bull Mix,Black/White,1,0,1
A738657,2020-04-16,2014-11-19,Spayed Female,60.0,A738657-3,2020-04-07,Travis (TX),Public Assist,Normal,Dog,Spayed Female,60.0,Pit Bull Mix,Black/White,9,0,1
A738670,2016-11-19,2014-11-19,Intact Male,24.0,A738670-1,2016-11-19,5842 Pinon Vista Dr in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Rottweiler Mix,Black/Brown,0,0,1
A738670,2017-07-13,2014-11-19,Intact Male,24.0,A738670-2,2017-07-11,Annalise Drive And Gooding Drive in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Rottweiler Mix,Black/Brown,2,0,1
A738675,2016-11-23,2015-11-19,Spayed Female,12.0,A738675-1,2016-11-19,Ondantra Bnd And Janes Ranch Rd in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Rat Terrier Mix,Tricolor,4,1,1
A738679,2016-11-19,2014-11-19,Intact Female,24.0,A738679-1,2016-11-19,E 52Nd St And Lancaster Ct in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Labrador Retriever/Whippet,Black/White,0,0,1
A738679,2016-11-26,2014-11-19,Spayed Female,24.0,A738679-2,2016-11-22,1122 East 51St in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Labrador Retriever/Whippet,Black/White,4,1,1
A738684,2016-12-11,2015-11-19,Spayed Female,12.0,A738684-1,2016-11-19,1825 Coronado Hills Drive in Austin (TX),Stray,Normal,Cat,Intact Female,12.0,Domestic Shorthair Mix,Tortie,22,1,1
A738684,2016-12-30,2015-11-19,Spayed Female,12.0,A738684-2,2016-11-29,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Spayed Female,12.0,Domestic Shorthair Mix,Tortie,31,0,1
A738697,2016-11-20,2007-11-17,Intact Male,108.0,A738697-1,2016-11-19,3101 Oak Springs Dr in Austin (TX),Stray,Normal,Dog,Intact Male,108.0,Miniature Schnauzer Mix,Black,1,0,1
A738703,2016-12-15,2015-05-19,Spayed Female,12.0,A738703-1,2016-12-15,Fm 2222 & Lamar in Austin (TX),Stray,Injured,Cat,Spayed Female,12.0,Domestic Shorthair Mix,Brown Tabby,0,0,1
A738703,2017-03-01,2015-05-19,Spayed Female,12.0,A738703-2,2017-02-25,Austin (TX),Stray,Injured,Cat,Spayed Female,12.0,Domestic Shorthair Mix,Brown Tabby,4,0,1
A738703,2017-06-24,2015-05-19,Spayed Female,24.0,A738703-3,2017-05-10,2502 Audubon Pl in Austin (TX),Stray,Normal,Cat,Spayed Female,12.0,Domestic Shorthair Mix,Brown Tabby,45,0,1
A738734,2016-11-29,2015-11-20,Neutered Male,12.0,A738734-1,2016-11-20,2127 Pociana Loop in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Labrador Retriever Mix,Black/White,9,1,1
A738734,2017-09-17,2015-11-20,Neutered Male,12.0,A738734-2,2017-09-16,South 1St St And Creekside Cir in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Labrador Retriever Mix,Black/White,1,0,1
A738735,2017-01-28,2014-05-20,Neutered Male,24.0,A738735-1,2016-11-20,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,24.0,Pit Bull Mix,Brown/White,69,1,1
A738735,2017-02-01,2014-05-20,Neutered Male,24.0,A738735-2,2017-02-01,W Dittmar Rd & Latteridge Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,24.0,Pit Bull Mix,Brown/White,0,0,1
A738735,2017-09-23,2014-05-20,Neutered Male,36.0,A738735-3,2017-02-21,3427 Parker Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,24.0,Pit Bull Mix,Brown/White,214,0,1
A738740,2016-12-12,2016-02-14,Spayed Female,9.0,A738740-1,2016-12-09,9300 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,9.0,Catahoula Mix,Brown Brindle,3,0,1
A738740,2017-08-29,2016-02-14,Spayed Female,12.0,A738740-2,2017-01-15,8801 I-35 in Austin (TX),Stray,Normal,Dog,Spayed Female,11.0,Catahoula Mix,Brown Brindle,226,0,1
A738747,2016-11-25,2011-12-17,Spayed Female,48.0,A738747-1,2016-11-20,404 Ralph Ablanedo Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,48.0,German Shepherd,Brown/Black,5,0,1
A738747,2018-12-17,2011-12-17,Spayed Female,84.0,A738747-2,2018-12-16,13689 N Us Hwy 183 #131 in Austin (TX),Public Assist,Normal,Dog,Spayed Female,84.0,German Shepherd,Brown/Black,1,0,1
A738748,2016-12-16,2009-11-20,Neutered Male,84.0,A738748-1,2016-11-20,404 Ralph Ablanedo Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,84.0,German Shepherd,Brown/Black,26,0,1
A738767,2017-01-26,2014-11-20,Neutered Male,24.0,A738767-1,2016-11-20,2203 Blue Meadow in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull Mix,White,67,1,1
A738773,2016-11-25,2015-11-20,Neutered Male,12.0,A738773-1,2016-11-20,7815 Lily Lake Loop in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Pit Bull Mix,Brown/White,5,0,1
A738773,2017-02-11,2015-11-20,Neutered Male,12.0,A738773-2,2016-12-07,Carsonhill Dr & Seabrook St in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Pit Bull Mix,Brown/White,66,0,1
A738779,2016-11-21,2016-06-21,Intact Male,5.0,A738779-1,2016-11-20,Howard Ln in Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Rat Terrier Mix,White/Black,1,0,1
A738779,2016-12-27,2016-06-21,Intact Male,6.0,A738779-2,2016-12-23,13700 Spring Heath Rd in Pflugerville (TX),Stray,Normal,Dog,Intact Male,6.0,Rat Terrier Mix,White/Black,4,0,1
A738779,2017-10-02,2016-06-21,Neutered Male,12.0,A738779-3,2017-09-28,Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Rat Terrier Mix,White/Black,4,0,1
A738810,2016-11-22,2015-11-21,Intact Male,12.0,A738810-1,2016-11-21,9424 Edmundsbury Dr in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Border Terrier Mix,Cream,1,0,1
A738810,2017-11-16,2015-11-21,Neutered Male,12.0,A738810-2,2017-11-10,7112 Derby Downs Drive in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Border Terrier Mix,Cream,6,1,1
A738813,2016-11-29,2015-11-21,Neutered Male,12.0,A738813-1,2016-11-21,Park At Woodlands Drive in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Pit Bull Mix,Black/White,8,1,1
A738813,2017-09-12,2015-11-21,Neutered Male,12.0,A738813-2,2017-06-27,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12.0,Pit Bull Mix,Black/White,77,0,1
A738869,2016-11-27,2016-07-22,Spayed Female,4.0,A738869-1,2016-11-22,3825 Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,4.0,Basset Hound/Border Collie,Black/Tricolor,5,1,1
A738869,2017-01-08,2016-07-22,Spayed Female,5.0,A738869-2,2017-01-07,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5.0,Basset Hound/Border Collie,Black/Tricolor,1,0,1
A738903,2017-02-17,2014-11-23,Neutered Male,24.0,A738903-1,2016-11-23,15811 Giese Ln in Travis (TX),Stray,Normal,Dog,Intact Male,24.0,Staffordshire Mix,Black Brindle/White,86,1,1
A738919,2016-11-27,2016-09-23,Neutered Male,2.0,A738919-1,2016-11-23,5300 Jimmy Clay Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Black Mouth Cur Mix,Brown/Black,4,1,1
A738936,2016-11-27,2015-11-23,Intact Female,12.0,A738936-1,2016-11-23,9315 Forthgate Blck in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pit Bull Mix,White/Tan,4,0,1
A738936,2016-11-29,2015-11-23,Spayed Female,12.0,A738936-2,2016-11-27,Outside Jurisdiction,Owner Surrender,Normal,Dog,Intact Female,12.0,Pit Bull Mix,White/Tan,2,1,1
A738936,2017-03-22,2015-11-23,Spayed Female,12.0,A738936-3,2017-03-11,5500 Ross Rd in Del Valle (TX),Stray,Normal,Dog,Spayed Female,12.0,Pit Bull Mix,White/Tan,11,0,1
A738936,2017-04-03,2015-11-23,Spayed Female,12.0,A738936-4,2017-03-17,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,12.0,Pit Bull Mix,White/Tan,17,0,1
A738949,2016-11-28,2015-11-24,Spayed Female,12.0,A738949-1,2016-11-24,2108 Warfield  Way in Austin (TX),Stray,Normal,Cat,Spayed Female,12.0,Domestic Shorthair Mix,Calico,4,0,1
A738949,2016-12-12,2015-11-24,Spayed Female,12.0,A738949-2,2016-12-07,2109 Warfield Way in Austin (TX),Stray,Normal,Cat,Spayed Female,12.0,Domestic Shorthair Mix,Calico,5,0,1
A738979,2016-11-29,2015-11-25,Neutered Male,12.0,A738979-1,2016-11-25,9303 Bordley Ct in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Cairn Terrier Mix,Black,4,1,1
A738980,2016-12-29,2015-05-26,Intact Female,12.0,A738980-1,2016-12-29,E Oltorf St And Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Siberian Husky,Black/White,0,0,1
A738982,2016-12-04,2016-03-25,Spayed Female,8.0,A738982-1,2016-12-03,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8.0,Rhod Ridgeback Mix,Brown Brindle,1,0,1
A738992,2017-01-09,2015-11-25,Neutered Male,12.0,A738992-1,2016-11-25,Metric And Stonehollow in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Pit Bull Mix,White/Black,45,0,1
A738992,2017-02-21,2015-11-25,Neutered Male,12.0,A738992-2,2017-02-10,Austin (TX),Public Assist,Normal,Dog,Neutered Male,12.0,Pit Bull Mix,White/Black,11,0,1
A738999,2016-12-01,2016-03-26,Neutered Male,8.0,A738999-1,2016-11-26,Airport Blvd & Ed Bluestein Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,8.0,Dachshund/Labrador Retriever,Black,5,1,1
A739003,2016-11-26,2016-03-15,Neutered Male,8.0,A739003-1,2016-11-26,30 Chicon St in Austin (TX),Stray,Normal,Dog,Neutered Male,8.0,Labrador Retriever Mix,White/Black,0,0,1
A739003,2017-01-19,2016-03-15,Neutered Male,10.0,A739003-2,2016-12-26,Riverside And Lakeshore in Austin (TX),Stray,Normal,Dog,Neutered Male,9.0,Labrador Retriever Mix,White/Black,24,0,1
A739004,2016-11-26,2016-04-15,Spayed Female,7.0,A739004-1,2016-11-26,30 Chicon St in Austin (TX),Stray,Normal,Dog,Spayed Female,7.0,Labrador Retriever Mix,Black/White,0,0,1
A739004,2017-01-18,2016-04-15,Spayed Female,9.0,A739004-2,2017-01-16,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9.0,Labrador Retriever Mix,Black/White,2,0,1
A739038,2016-12-29,2015-05-26,Neutered Male,12.0,A739038-1,2016-11-26,7120 Dixie Drive in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Pit Bull,White,33,1,1
A739056,2016-12-10,2016-05-27,Spayed Female,6.0,A739056-1,2016-11-27,601 E 15Th St in Austin (TX),Stray,Normal,Dog,Spayed Female,6.0,Pit Bull Mix,Blue/White,13,0,1
A739058,2016-11-28,2016-04-28,Intact Female,7.0,A739058-1,2016-11-27,Cedar Elm Trl And Oleander Trl in Austin (TX),Stray,Normal,Dog,Intact Female,7.0,Border Collie Mix,Tan/White,1,0,1
A739058,2018-01-02,2016-04-28,Spayed Female,12.0,A739058-2,2018-01-02,6007 Kidneywood Trail in Austin (TX),Stray,Normal,Dog,Spayed Female,12.0,Border Collie Mix,Tan/White,0,0,1
A739058,2018-05-07,2016-04-28,Spayed Female,24.0,A739058-3,2018-05-07,6001 Kidneywood in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Border Collie Mix,Tan/White,0,0,1
A739065,2016-12-11,2011-11-27,Neutered Male,60.0,A739065-1,2016-11-27,Speedway And W 31St St in Austin (TX),Stray,Normal,Dog,Intact Male,60.0,Dachshund Longhair Mix,Black,14,1,1
A739065,2016-12-13,2011-11-27,Neutered Male,60.0,A739065-2,2016-12-11,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,60.0,Dachshund Longhair Mix,Black,2,0,1
A739065,2017-02-01,2011-11-27,Neutered Male,60.0,A739065-3,2016-12-21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,60.0,Dachshund Longhair Mix,Black,42,0,1
A739081,2017-04-05,2016-07-12,Neutered Male,8.0,A739081-1,2016-11-27,3005 Parker Lane in Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Labrador Retriever Mix,Black,129,1,1
A739084,2016-12-31,2013-11-27,Neutered Male,36.0,A739084-1,2016-11-27,Barton Creek Blvd And Southwest Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,36.0,German Shepherd Mix,Sable,34,1,1
A739084,2017-01-24,2013-11-27,Neutered Male,36.0,A739084-2,2016-12-16,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,36.0,German Shepherd Mix,Sable,39,0,1
A739125,2016-11-28,2014-05-28,Neutered Male,24.0,A739125-1,2016-11-28,10828 N Lamar in Austin (TX),Stray,Normal,Dog,Neutered Male,24.0,Boxer Mix,Brown/White,0,0,1
A739138,2016-12-04,2015-11-28,Spayed Female,12.0,A739138-1,2016-11-28,18619 Us-290 in Travis (TX),Stray,Normal,Dog,Intact Female,12.0,German Shepherd Mix,Black/Brown,6,1,1
A739138,2017-09-29,2015-11-28,Spayed Female,12.0,A739138-2,2017-09-17,124 W Anderson in Austin (TX),Public Assist,Normal,Dog,Spayed Female,12.0,German Shepherd Mix,Black/Brown,12,0,1
A739138,2017-11-02,2015-11-28,Spayed Female,12.0,A739138-3,2017-10-28,Tulane in Austin (TX),Stray,Normal,Dog,Spayed Female,12.0,German Shepherd Mix,Black/Brown,5,0,1
A739178,2016-11-30,2005-11-30,Neutered Male,132.0,A739178-1,2016-11-29,Hwy 183 & Oak Knoll in Austin (TX),Stray,Normal,Dog,Neutered Male,132.0,Miniature Poodle,Gray,1,0,1
A739178,2018-05-09,2005-11-30,Neutered Male,144.0,A739178-2,2018-01-09,6507 Woodcrest Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,144.0,Miniature Poodle,Gray,120,0,1
A739197,2016-12-28,2015-11-29,Spayed Female,12.0,A739197-1,2016-11-29,6121 Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pointer Mix,Chocolate/White,29,1,1
A739197,2017-02-12,2015-11-29,Spayed Female,12.0,A739197-2,2017-01-07,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Pointer Mix,Chocolate/White,36,0,1
A739197,2017-03-18,2015-11-29,Spayed Female,12.0,A739197-3,2017-02-14,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Pointer Mix,Chocolate/White,32,0,1
A739220,2017-01-28,2015-11-29,Spayed Female,12.0,A739220-1,2016-11-29,800 Guadalupe St in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Labrador Retriever/Queensland Heeler,White/Brown,60,1,1
A739220,2017-02-23,2015-11-29,Spayed Female,12.0,A739220-2,2016-12-28,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Labrador Retriever/Queensland Heeler,White/Brown,57,0,1
A739224,2016-12-03,2012-05-29,Spayed Female,48.0,A739224-1,2016-11-29,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,48.0,Chihuahua Shorthair/Dachshund,Tan,4,0,1
A739234,2016-12-08,2010-11-29,Neutered Male,72.0,A739234-1,2016-11-29,1900 E Howard Ln in Austin (TX),Stray,Injured,Dog,Neutered Male,72.0,Miniature Poodle Mix,Apricot,9,0,1
A739234,2017-04-03,2010-11-29,Neutered Male,72.0,A739234-2,2017-03-28,Williamson (TX),Owner Surrender,Sick,Dog,Neutered Male,72.0,Miniature Poodle Mix,Apricot,6,0,1
A739242,2016-11-29,2013-11-29,Intact Male,36.0,A739242-1,2016-11-29,11701 Metric Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Male,36.0,Cairn Terrier Mix,Black/Silver,0,0,1
A739242,2017-08-17,2013-11-29,Intact Male,36.0,A739242-2,2017-08-11,4301 Grand Ave Parkway in Travis (TX),Public Assist,Normal,Dog,Intact Male,36.0,Cairn Terrier Mix,Black/Silver,6,0,1
A739246,2016-11-29,2014-11-29,Intact Female,24.0,A739246-1,2016-11-29,11701 Metric Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Female,24.0,Miniature Schnauzer/Toy Poodle,Cream,0,0,1
A739269,2016-12-11,2014-11-30,Spayed Female,24.0,A739269-1,2016-11-30,Zilker Park in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Queensland Heeler Mix,White/Blue Merle,11,0,1
A739277,2017-01-08,2016-09-23,Spayed Female,3.0,A739277-1,2016-11-30,10427 Kirken St in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Labrador Retriever/Dachshund,Black/White,39,1,1
A739280,2017-10-30,2016-06-30,Neutered Male,12.0,A739280-1,2016-11-30,1148 Poquito in Austin (TX),Stray,Normal,Cat,Intact Male,5.0,Domestic Shorthair Mix,Black/White,334,1,1
A739293,2016-11-30,2014-11-30,Intact Female,24.0,A739293-1,2016-11-30,5201 Ross Road in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Pit Bull Mix,Brown Brindle,0,0,1
A739293,2017-05-03,2014-11-30,Intact Female,24.0,A739293-2,2017-05-03,Winters Cove in Austin (TX),Public Assist,Injured,Dog,Intact Female,24.0,Pit Bull Mix,Brown Brindle,0,0,1
A739295,2016-12-11,2013-09-30,Intact Male,36.0,A739295-1,2016-11-30,5201 Ross Road in Austin (TX),Stray,Normal,Dog,Intact Male,36.0,Pit Bull Mix,Brown/White,11,0,1
A739295,2017-05-29,2013-09-30,Neutered Male,36.0,A739295-2,2017-05-03,Winters Cove in Austin (TX),Public Assist,Injured,Dog,Intact Male,36.0,Pit Bull Mix,Brown/White,26,1,1
A739312,2016-12-17,2014-11-30,Neutered Male,24.0,A739312-1,2016-11-30,14238 Layne Loop in Travis (TX),Stray,Normal,Dog,Intact Male,24.0,Wire Hair Fox Terrier Mix,White/Tan,17,1,1
A739323,2016-12-27,2014-12-01,Spayed Female,24.0,A739323-1,2016-12-01,710 E Ben White Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Labrador Retriever Mix,White/Brown,26,1,1
A739323,2017-04-02,2014-12-01,Spayed Female,24.0,A739323-2,2017-03-30,13768 Research Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Labrador Retriever Mix,White/Brown,3,0,1
A739329,2017-06-23,2015-12-01,Neutered Male,12.0,A739329-1,2017-06-21,4825 Davis in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12.0,Dachshund Mix,Black/White,2,0,1
A739355,2017-02-05,2016-09-16,Neutered Male,4.0,A739355-1,2016-12-01,1237 Eleanor St in Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Domestic Shorthair Mix,Black,66,1,1
A739355,2017-03-23,2016-09-16,Neutered Male,6.0,A739355-2,2017-03-21,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6.0,Domestic Shorthair Mix,Black,2,0,1
A739360,2016-12-05,2016-09-30,Neutered Male,2.0,A739360-1,2016-12-01,3310 Norwood Hill Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Siamese Mix,Silver Lynx Point/Gray,4,1,1
A739360,2016-12-26,2016-09-30,Neutered Male,2.0,A739360-2,2016-12-08,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2.0,Siamese Mix,Silver Lynx Point/Gray,18,0,1
A739364,2016-12-03,2016-10-17,Neutered Male,1.0,A739364-1,2016-12-01,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1.0,German Shepherd,Tan/Black,2,0,1
A739365,2016-12-19,2016-10-08,Intact Male,2.0,A739365-1,2016-12-01,5920 Little Creek Trl in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Pit Bull Mix,Brown/White,18,0,1
